"at1 not in [0.212999; 1.0] AND at3 not in [0.25899900000000003; 1.0] --> class=1" ,20,0.11578947368421053,0.75,0.7894736842105263
"at1 in [0.222; 0.796] AND at7 not in [0.312999; 0.393001] --> class=0" ,59,0.11368421052631572,0.9830508474576272,0.7631578947368421
"at2 not in [0.0; 0.6790010000000001] --> class=0" ,57,0.07789473684210524,0.9298245614035088,0.6973684210526315
"at3 not in [0.113999; 0.715001] --> class=1" ,19,0.06526315789473683,0.5263157894736842,0.5263157894736842
"at3 in [0.057999999999999996; 0.308] --> class=1" ,22,0.05894736842105262,0.45454545454545453,0.5263157894736842
"at2 not in [0.446; 0.875] --> class=1" ,22,0.04842105263157895,0.4090909090909091,0.47368421052631576
"at1 not in [0.454; 0.875] AND at2 in [0.536; 0.786] AND at7 not in [0.429; 0.875] --> class=1" ,25,0.031578947368421054,0.32,0.42105263157894735
"at3 not in [0.436999; 0.9270010000000001] AND at4 in [0.056; 0.292] AND at5 not in [0.233999; 1.0] --> class=1" ,25,0.01052631578947369,0.24,0.3157894736842105
