"at3 not in [0.306999; 1.0] AND at5 not in [0.195999; 0.784] --> class=1" ,26,0.1130642361111111,0.6153846153846154,0.8421052631578947
"at7 in [0.246; 0.803] --> class=0" ,68,0.10894097222222221,0.9558823529411765,0.8441558441558441
"at3 in [0.105; 0.365] --> class=1" ,31,0.05067274305555555,0.3548387096774194,0.5789473684210527
"at3 in [0.818; 1.0] --> class=1" ,3,0.004231770833333333,0.3333333333333333,0.05263157894736842
"at2 not in [0.1205; 0.46849999999999997] AND at4 in [0.583; 0.833] AND at5 not in [0.42300000000000004; 0.6859999999999999] --> class=1" ,5,1.0850694444444406E-4,0.2,0.05263157894736842
